,Unnamed: 0,image_id,label,source,0,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6
53,1200.0,1208930498.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
54,1241.0,121610069.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
55,1247.0,1218204606.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
56,1273.0,1222304315.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
57,1315.0,1231451126.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
58,1349.0,1236036550.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
59,1381.0,1241243048.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
60,1434.0,125207834.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
61,1442.0,1252793337.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
62,1459.0,125703440.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
63,1467.0,1258444443.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
64,1470.0,1258586775.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
65,1480.0,1261540961.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
66,1532.0,1270462565.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
67,1547.0,1272495783.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
68,1557.0,127464350.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
69,1571.0,1276802461.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
70,1608.0,1281314946.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
71,1639.0,1287334854.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
72,1678.0,1292954141.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
73,1706.0,1298789590.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
74,1709.0,1299200628.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
75,1738.0,1303876802.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
76,1739.0,1304015285.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
77,1780.0,1312770396.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
78,1782.0,1312991272.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
79,1805.0,1315872826.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
80,1831.0,1322108824.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
81,1846.0,1326787301.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
82,1853.0,1328372449.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
83,1866.0,1331134229.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
84,1877.0,1332424855.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
85,1889.0,1333580402.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
86,1909.0,1336580642.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
87,1924.0,1339257499.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
88,1941.0,1342343254.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
89,2035.0,1355825847.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
90,2050.0,1357797590.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
91,2051.0,1358076537.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
92,2120.0,136815898.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
93,2142.0,1371699817.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
94,2213.0,1383020993.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
95,2258.0,1391377544.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
96,2289.0,1396822256.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
97,2290.0,1396847821.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
98,2309.0,1400687003.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
99,2321.0,1403068754.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
100,2341.0,1406654897.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
101,2349.0,1408296206.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
102,2362.0,1410898675.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
103,2365.0,1411610648.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
104,2370.0,1412788738.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
105,2426.0,142362483.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
106,2443.0,1426129628.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
107,2473.0,1430955699.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
108,2528.0,1439675422.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
109,2537.0,1442345924.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
110,2546.0,1443500189.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
111,2552.0,1444544314.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
112,2567.0,1446872004.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
113,2576.0,1448397186.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
114,2620.0,1456612395.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
115,2635.0,1458603668.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
116,2655.0,1462318476.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
117,2662.0,1463935986.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
118,2674.0,1465774459.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
119,2694.0,1468715314.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
120,2727.0,1474376023.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
121,2730.0,1474472052.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
122,2785.0,1484094890.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
123,2809.0,1488108256.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
124,2826.0,1490907378.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
125,2878.0,1497853421.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
126,2882.0,1498477767.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
127,2887.0,1498912692.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
128,2901.0,1501728003.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
129,2936.0,1508217938.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
130,2950.0,1510579448.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
131,2997.0,1519337929.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
132,3009.0,1521850100.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
133,3013.0,1522449555.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
134,3015.0,1523038784.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
135,3058.0,1529293180.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
136,3085.0,1535057791.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
137,3095.0,1536737469.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
138,3100.0,153749509.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
139,3109.0,1539533561.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
140,3119.0,1540668864.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
141,3126.0,1541989559.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
142,3131.0,1542749471.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
143,3145.0,1545680937.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
144,3152.0,1546870332.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
145,3177.0,1551517348.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
146,3188.0,1553432639.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
147,3204.0,1556262944.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
148,3215.0,1557580898.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
149,3217.0,155778794.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
150,3232.0,1560029412.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
151,3237.0,1561430411.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
152,3251.0,1563794954.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
153,3271.0,1569164715.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
154,3275.0,1569692154.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
155,3291.0,1573602024.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
156,3305.0,1575866220.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
157,3309.0,1576606254.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
158,3314.0,1578564024.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
159,3345.0,1584698721.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
160,3350.0,1586292581.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
161,3401.0,1595141360.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
162,3410.0,1596468225.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
163,3465.0,1609948219.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
164,3499.0,1616824359.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
165,3559.0,1629534694.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
166,3595.0,1635136764.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
167,3596.0,1635220625.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
168,3625.0,164144958.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
169,3667.0,1650008995.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
170,3679.0,1652157522.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
171,3683.0,1652920595.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
172,3765.0,1668838224.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
173,3784.0,167313296.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
174,3791.0,1674288573.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
175,3804.0,1677224730.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
176,3810.0,1678311318.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
177,3827.0,1681772018.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
178,3892.0,1692621028.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
179,3918.0,1697161067.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
180,3937.0,1700324452.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
181,3940.0,1700812370.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
182,3947.0,1702068619.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
183,3978.0,1708593214.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
184,3987.0,1709691411.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
185,4019.0,171546937.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
186,4032.0,1718658976.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
187,4039.0,1720212686.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
188,4051.0,1722126168.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
189,4052.0,1722175051.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
190,4064.0,1725598881.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
191,4102.0,1731652110.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
192,4109.0,1733574271.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
193,4144.0,1739864126.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
194,4147.0,1740309612.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
195,4199.0,1750963666.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
196,4208.0,1752693374.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
197,4231.0,1757057989.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
198,4246.0,1758885297.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
199,4274.0,1763195879.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
200,4293.0,1767778795.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
201,4318.0,1772713207.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
202,4328.0,1773875430.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
203,4333.0,1774492072.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
204,4335.0,1774675464.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
205,4340.0,1775350103.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
206,4363.0,1778971646.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
207,4370.0,1780364325.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
208,4396.0,1784661840.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
209,4401.0,1785596731.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
210,4451.0,1795318849.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
211,4455.0,1795774689.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
212,4459.0,1796303978.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
213,4472.0,1797773732.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
214,4500.0,1805115397.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
215,4505.0,1806336706.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
216,4545.0,1813889006.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
217,4556.0,1815147513.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
218,4561.0,1816076936.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
219,4583.0,1820254127.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
220,4597.0,182316349.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
221,4603.0,1823619640.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
222,4614.0,1824992309.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
223,4632.0,1828496803.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
224,4642.0,1830061664.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
225,4674.0,183428396.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
226,4690.0,1836048821.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
227,4698.0,1837622218.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
228,4723.0,1841269407.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
229,4741.0,1844847808.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
230,4768.0,1849702886.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
231,4773.0,1850723562.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
232,4810.0,1857766258.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
233,4828.0,1860121418.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
234,4844.0,186394398.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
235,4911.0,1876922129.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
236,4913.0,1877332484.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
237,4933.0,1881994461.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
238,4976.0,1889205491.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
239,4977.0,1889215655.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
240,5014.0,1893906773.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
241,5076.0,190449795.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
242,5081.0,1905665106.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
243,5083.0,1905806148.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
244,5088.0,190698162.jpg,0.0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
245,5095.0,1907786974.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
246,5097.0,1908179787.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
247,5108.0,1909574970.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
248,5149.0,1919668160.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
249,5170.0,1924360069.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
250,5182.0,1926670152.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
251,5207.0,1929510475.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
252,5219.0,1931488881.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
253,5232.0,1932481347.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
254,5282.0,1942147134.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
255,5308.0,1947066099.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
256,5373.0,1957663737.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
257,5391.0,1960345472.jpg,0.0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
